name;category;year_published;designer;min_age;average_rating;users_rated;min_players;max_players;publisher
Trollhalla;Fantasy;2011;Alf Seegert;8;6.72797;367;2;4;Z-Man Games
Heroes of Graxia;Card Game;2010;Daniel Kroegel;10;5.56835;399;2;6;Petroglyph
Exile Sun;Fighting;2012;Eric A. Martin;14;5.69883;128;2;6;Game Knight Games
Battle for Stalingrad;Card Game;2014;Dan Verssen;0;6.97982;109;2;2;Dan Verssen Games (DVG)
RoadZters;Action / Dexterity;2010;Tonton Z;5;6.8414;279;1;4;CEPIA Games
Beda Fomm;Wargame;2010;Frank Chadwick;0;7.14663;89;1;2;Consim Press
Papayoo;Card Game;2010;(Uncredited);7;6.2958;81;3;8;Gigamic
Porto Carthago;Ancient;2010;Bernd Eisenstein;12;6.36075;228;3;5;Irongames
Red Poppies: WWI Tactics;Wargame;2010;John Gorkowski;0;7.46618;68;2;2;Worthington Games
Der Pate;Dice;2010;Michael Rieneck;12;6.28166;323;2;4;KOSMOS
Fictionaire;Bluffing;2010;Hervé Marly;10;6.19271;192;4;7;Days of Wonder
Rolling Freight;Dice;2012;Kevin G. Nunn;13;6.90311;644;2;5;APE Games
Grand Cru;Economic;2010;Ulrich Blum;12;6.84855;971;2;5;eggertspiele
Target Earth;Science Fiction;2010;Jacobo Cagigal;12;6.74247;292;1;4;Gen-X Games
Texas & Pacific;American West;2010;Harry Wu;0;6.8;115;2;6;Winsome Games
Karnaxis;Economic;2010;Andrew Schauerhamer;12;6.38704;81;1;6;Opportunity Games
Firenze;Economic;2010;Andreas Steding;12;7.29509;1649;2;4;Pegasus Spiele
Bhazum;Card Game;2010;John Clowdus;0;6.80702;57;2;2;Small Box Games
Shipwrights of the North Sea;Medieval;2014;Shem Phillips;10;6.66068;621;2;5;Garphill Games
Julian: Triumph Before the Storm;Ancient;2010;Joseph Miranda;12;7.29412;51;1;2;Decision Games (I)
Spartacus Imperator;Ancient;2011;Patrick Receveur;10;7.55508;59;1;2;Hexasim
Slither;Abstract Strategy;2010;Corey Clark;10;8.05483;58;2;2;(Web published)
Pictionary Card Game;Card Game;2009;Brian Yu;8;5.58825;108;2;2;Mattel
Eaten by Zombies!;Card Game;2011;Max Holliday;8;5.94169;1070;2;4;Mayday Games
Bismarck (second edition);Nautical;1980;Jack Greene;0;6.89182;132;2;2;Avalon Hill
Legitimacy;Card Game;2009;Chuck Whelon;10;5.5747;83;2;6;Minion Games
Expedition: Congo River 1884;Adventure;2012;Jose Antonio Rivero;10;5.48544;103;2;4;White Goblin Games
Last Call: The Bartender Game;Mature / Adult;2010;Kris Gould;12;6.26413;237;2;6;Wattsalpoag Games
Orient Bazaar;Arabian;2010;Jesper C. Nielsen;7;6.30182;55;2;4;LEGO
For Crown & Kingdom;Abstract Strategy;2016;Dave Mansell;14;6.9308;112;2;4;Rio Grande Games
Atlantis Treasure;Dice;2010;Cephas Howard;8;5.62593;81;2;4;LEGO
Campos;Abstract Strategy;2010;Pietro Vozzolo;8;5.73138;80;2;4;HUCH! & friends
Lexigo;Word Game;2010;NA;10;5.874;50;2;4;Wiggles 3D
Key Market;Economic;2010;David Brain;12;7.42229;610;2;4;R&D Games
Resident Evil Deck Building Game;Card Game;2010;Tylar Allinder;13;6.52418;1498;1;4;Bandai
Star Trek: Expeditions;Adventure;2011;Reiner Knizia;14;6.52283;1296;1;4;WizKids
Plateau X;Abstract Strategy;2010;Hendrik Simon;10;5.85064;78;2;4;Winning Moves Germany
Dexter: The Board Game;Deduction;2010;(Uncredited);17;4.61061;66;2;4;GDC-GameDevCo Ltd.
MUNERA: Familia Gladiatoria;Ancient;2010;Matteo Santus;10;6.34743;136;2;4;Albe Pavo
4 Monkeys;Card Game;2010;Toni Serradesanferm;8;5.76343;134;2;4;HomoLudicus
Cité;City Building;2010;Guillaume Besançon;10;6.13682;110;3;4;Le Joueur
Stich-Meister;Card Game;2010;Friedemann Friese;10;6.7313;345;3;5;AMIGO Spiel + Freizeit GmbH
Régents;Medieval;2011;Joël Boutteville;12;6.43987;79;3;5;Krok Nik Douil editions
Lino;Abstract Strategy;2010;Chislaine van den Bulk;8;6.87824;74;2;2;Giuoco
Total Rumble;Card Game;2010;Óscar Arévalo;8;6.87;83;2;12;Gen-X Games
Disaster on Everest;Sports;2010;Tom Decker;13;6.59268;82;1;1;Victory Point Games
Feast & Famine;Religious;2010;Jason Conforto;8;6.18962;53;2;4;Shadow Mountain Publishing
Railroad Barons;Card Game;2010;Helmut Ohley;12;6.29459;266;2;2;Lookout Games
Genesis;Abstract Strategy;2010;Peter Hansson;10;5.80609;266;2;6;Gigantoskop
Bangkok Klongs;Economic;2010;Martin Schlegel;10;6.30451;277;2;4;dlp games
i9n;Deduction;2010;Dirk Strothmann;10;6.188;50;2;5;Strothmann-Spiele.de
Konexi;Action / Dexterity;2010;Forrest-Pruzan Creative;10;6.28611;144;2;4;ZimZala Games
Key West;Adventure;2010;Martin Schlegel;12;6.17382;89;3;5;Horst Rokitte - Ideen für Spiele
Mille Grazie;Bluffing;2010;Dirk Hillebrecht;8;5.79323;96;2;4;Zoch Verlag
Lost Battles;Ancient;2011;Philip Sabin;12;7.94576;165;1;4;Fifth Column Games
Scattergories Categories;Word Game;2010;Kim Vandenbroucke;12;6.01961;128;2;4;Winning Moves Games (USA)
Space Empires: 4X;Bluffing;2011;Jim Krohn;12;7.58701;2021;1;4;GMT Games
Animal Upon Animal: Balancing Bridge;Action / Dexterity;2010;Klaus Miltenberger;5;7.08472;362;2;4;HABA - Habermaaß GmbH
Ottoman Sunset;Wargame;2010;Darin A. Leviloff;13;7.42101;461;1;1;Victory Point Games
Sun, Sea & Sand;Economic;2010;Corné van Moorsel;10;6.96272;628;2;5;Cwali
Coerceo;Abstract Strategy;2011;Erik Görtzen;9;6.80915;71;2;2;Coerceo Company
FaceEater;Card Game;2010;Jon McClure;15;4.92069;58;2;6;Variant Media LLC
Heights of Courage;Modern Warfare;2013;Steve Newhouse;0;7.54809;89;1;2;Multi-Man Publishing
U-Boat Leader;Nautical;2011;Dave Schueler;12;6.93548;217;1;1;Dan Verssen Games (DVG)
Antigua;Card Game;2010;Ulrich Blum;9;5.73894;113;2;4;Adlung-Spiele
Adlung Land;Card Game;2010;Silvano Sorrentino;10;5.87617;180;2;4;Adlung-Spiele
La Bataille de la Moscowa (third edition);Napoleonic;2011;Terry Doherty;16;8.6021;111;2;8;Clash of Arms Games
Verona;Bluffing;2010;Petr Chval;10;5.954;50;2;5;Czech Board Games
The Last Success: Napoleon's March to Vienna, 1809;Napoleonic;2011;Kevin Zucker;0;7.7032;75;2;2;OSG (Operational Studies Group)
World War II: Barbarossa 1941;Miniatures;2010;Konstantin Krivenko;10;7.22887;71;2;2;Zvezda
Panzer (second edition);Wargame;2012;James M. Day;0;7.82651;281;2;4;GMT Games
Barons;Card Game;2011;Thomas Colthurst;12;5.98108;461;2;6;Cambridge Games Factory
Genesis: Empires and Kingdoms of the Ancient Middle East;Ancient;2015;Richard H. Berg;12;7.18701;157;2;5;GMT Games
Star Borders: Humanity;Science Fiction;2010;Lance McMillan;10;7.09021;97;2;2;Victory Point Games
Morphology;Action / Dexterity;2009;Kate Ryan Reiling;13;6.29183;52;4;4;Morphology Games
Medieval Mastery;Medieval;2011;Miles Ratcliffe;10;5.91892;148;2;6;Chaos Publishing
Dragon Valley;City Building;2012;CW Karstens;12;6.73723;213;2;4;Diamond K Games
Cinco;Abstract Strategy;2010;(Uncredited);8;6.03613;75;2;6;franjos Spieleverlag
Kingdom of Solomon;Ancient;2012;Philip duBarry;12;6.96598;518;2;4;Minion Games
Trivial Pursuit: Master Edition;Party Game;2010;NA;16;6.20954;262;2;6;Hasbro
1865: Sardinia;Economic;2011;Alessandro Lala;14;7.71628;145;2;4;Gotha Games
Stomple;Abstract Strategy;2010;Greg Zima;6;6.42257;148;2;6;Spin Master Ltd.
Apples To Apples: Family;Card Game;2010;NA;8;5.56731;52;4;16;Mattel
Autokrator;Fighting;2012;Lefteris Iroglidis;12;6.455;120;2;4;Diachron Games
Astra Titanus;Science Fiction;2010;Chris Taylor;13;7.27947;207;1;1;Victory Point Games
Bullfrog Goldfield;Economic;2011;Patrick Stevens;16;6.66196;138;2;5;Numbskull Games
Eruption;NA;2011;Chris James (I);10;6.38661;541;2;6;Stratus Games
The Game of Life: Adventures Card Game;Card Game;2010;Amanda Birkinshaw;8;5.05855;152;2;4;Hasbro
Palenque;Abstract Strategy;2011;Alan D. Ernstein;10;6.10542;107;2;6;Z-Man Games
Name 5;Trivia;2009;Brian Turtle;0;4.87803;132;2;2;Endless Games (I)
Uskoci: A Card Game of Croatian Pirates;Card Game;2010;Ivan Kokic;6;5.63293;82;2;6;Amalgam
Zip-It;Real-time;2010;NA;7;6.24402;92;2;2;Bananagrams
BITS;Puzzle;2011;Reiner Knizia;8;6.47499;337;1;4;Ravensburger Spieleverlag GmbH
Off the Dead: Chapitre 1 – Morts à Venice Beach;Card Game;2011;Sylvain Dépré;10;6.70333;120;1;4;Ludimaniac
Faux•Cabulary;Party Game;2011;Matthew Nuccio;13;5.77375;153;3;7;Out of the Box Publishing
Jasper and Zot;Dice;2011;Nick Hayes;7;6.16331;139;1;1;(Web published)
Mount Drago;Fantasy;2011;Leo Colovini;8;5.94259;282;2;5;Schmidt Spiele
Banana Balance;Action / Dexterity;2011;Cephas Howard;6;4.425;68;2;4;LEGO
Frog Rush;Animals;2011;Nicolas Assenbrunner;7;5.35273;55;2;4;LEGO
Angry Birds: Knock on Wood;Action / Dexterity;2011;Kit Ho;5;4.62767;365;2;4;Mattel
Tricky Bid;Card Game;2011;Hilko Drude;12;6.19063;80;2;4;Winning Moves Germany
Cargo Noir;Economic;2011;Serge Laget;8;6.5019;2357;2;5;Days of Wonder
Mieses Karma;Animals;2011;Matthias Cramer;10;6.01159;82;3;5;KOSMOS
Dungeon in a Tin;Adventure;2011;Jake Staines;8;6.55224;67;1;4;(Web published)
Scavengers;Animals;2011;John Werner;10;6.12728;81;2;4;Zombie State Games
Knock Your Blocks Off;Abstract Strategy;2011;Rebekah Bissell;8;5.68209;67;2;4;Gamewright
Phantom Fury;Modern Warfare;2011;Laurent Closier;12;7.44951;103;1;1;Nuts! Publishing
Venture Forth;Adventure;2012;Dan Manfredini;12;6.25038;239;2;4;Minion Games
Andean Abyss;Modern Warfare;2012;Volko Ruhnke;12;7.57684;1257;1;4;GMT Games
Expedition Dino;Action / Dexterity;2011;Gunter Baars;4;5.92545;55;2;5;HABA - Habermaaß GmbH
Avanti;Racing;2011;Heinz Meister;10;6.31523;151;3;5;Zoch Verlag
Resident Evil Deck Building Game: Alliance;Card Game;2011;Tylar Allinder;13;6.81462;487;1;4;Bandai
City Square Off;City Building;2011;Ted Cheatham;8;6.55044;172;2;2;Gamewright
Dungeons & Dragons: The Legend of Drizzt Board Game;Adventure;2011;Peter Lee;12;7.34462;4112;1;5;Wizards of the Coast
Strasbourg;City Building;2011;Stefan Feld;12;7.19257;2094;3;5;Pegasus Spiele
Pointless: The Board Game;Party Game;2013;NA;10;5.56019;103;2;4;University Games
Atlantis Rising;Ancient;2012;Galen Ciscell;13;6.58623;756;2;6;Z-Man Games
Dragon Face;Abstract Strategy;2011;Thierry Denoual;8;6.83065;62;2;2;Blue Orange Games
Pass the Pigs: Pig Party Edition;Animals;2011;NA;7;5.37767;103;2;4;Winning Moves Games (USA)
Djam;Dice;2011;William Attia;10;5.68991;111;2;6;Asmodee
Schnappt Hubi!;Children's Game;2011;Steffen Bogen;5;6.86478;159;2;4;Ravensburger Spieleverlag GmbH
Hegemonic;Civilization;2013;Oliver Kiley;13;6.99014;472;2;6;Minion Games
IceDice;Dice;2011;Andrew Looney;14;6.43371;178;2;4;Looney Labs
Schlacht am Buffet;Animals;2011;Martin Wallace;8;6.1483;118;3;6;KOSMOS
Paperclip Railways;Card Game;2011;Tony Boydell;10;6.59673;159;2;5;Surprised Stare Games Ltd
Tetris: The Card Game;Abstract Strategy;2011;NA;8;4.38705;95;1;4;Fundex
Giza: The Great Pyramid;Ancient;2012;Dave Heberer;12;6.46545;165;3;4;Mayfair Games
Five Points: Gangs of New York;Political;2013;Andreas Steding;12;6.18579;141;3;5;Mayfair Games
Urbania;City Building;2012;Simone Luciani;10;6.51238;374;2;5;Mayfair Games
Whitewater;Racing;2012;Fréderic Moyersoen;8;5.85378;185;2;6;Mayfair Games
Rocket Jockey;Card Game;2012;James Spurny;10;5.53607;122;2;4;Mayfair Games
Spring Fever;Bluffing;2011;Friedemann Friese;8;5.76901;71;3;6;Filosofia Éditions
War of Honor;Card Game;2011;Bryan Reese;12;6.68495;186;2;4;Alderac Entertainment Group (AEG)
Grave Business;Zombies;2011;Andy Van Zandt;13;6.03009;111;2;4;Minion Games
Nitro Dice;Card Game;2011;David E. Whitcher;9;5.65372;94;2;6;Minion Games
Omen: A Reign of War;Ancient;2011;John Clowdus;12;7.40787;1017;2;2;Small Box Games
Mirror, Mirror;Abstract Strategy;2011;Jacob Davenport;8;5.99914;70;2;2;Eagle-Gryphon Games
Legions of Darkness;Fantasy;2011;Chris Taylor;10;6.89179;140;1;1;Victory Point Games
Dien Bien Phu: The Final Gamble;Modern Warfare;2014;Kim Kanger;0;8.25872;86;2;2;Legion Wargames LLC
Zaibatsu;Print & Play;2010;Froylan Rutiaga;14;7.17308;52;2;4;(Web published)
Oh Gnome You Don't!;Economic;2011;Lisa Steenson;13;5.60111;90;2;5;Gut Bustin' Games
Scotland Yard: Die Jagd nach Mister X;Deduction;2011;Gunter Baars;8;5.85514;107;2;4;Ravensburger Spieleverlag GmbH
Dungeons & Dragons Roleplaying Game Starter Set;Adventure;2008;Bill Slavicsek;12;7.17581;62;2;6;Wizards of the Coast
A Blood-Red Banner: The Alamo;American West;2011;Richard Trevino;10;6.60357;70;1;2;Victory Point Games
Fortune and Glory: The Cliffhanger Game;Adventure;2011;Jason C. Hill;12;7.11272;2692;1;8;Flying Frog Productions
1st & Goal;Card Game;2011;Stephen Glenn;13;6.66144;1236;2;4;R&R Games
Sopio;Card Game;2011;NA;12;5.60917;60;1;3;Cartamundi
Startup Fever;Dice;2012;Louis Perrochon;14;5.57353;85;2;6;Meetpoint LLC
Cthulhu Gloom;Card Game;2011;Keith Baker;13;6.46207;1308;2;5;Atlas Games
Cubulus;Abstract Strategy;2011;Sylvain Ménager;8;6.22418;122;2;3;Gigamic
Killer Bunnies and the Conquest of the Magic Carrot;Card Game;2011;Jeffrey Neil Bellinger;13;5.93407;135;2;8;Playroom Entertainment
Mammut;Animals;2011;Kristian Amundsen Østby;8;6.31166;507;2;5;Queen Games
Oz;Card Game;2011;Emanuele Ornella;10;6.45175;57;2;4;Ystari Games
Joe Name It;Party Game;2011;Wendy L. Harris;12;5.30402;87;2;99;Gamewright
Dominant Species: The Card Game;Card Game;2012;Chad Jensen;13;6.07452;1159;2;6;GMT Games
Fealty;Abstract Strategy;2011;R. Eric Reuss;0;6.79285;552;2;4;Asmadi Games
CardFight!! Vanguard;Card Game;2011;NA;0;6.5355;100;2;2;Bushiroad Inc.
The Road to Canterbury;Humor;2011;Alf Seegert;10;6.8999;801;2;3;Eagle-Gryphon Games
Lancaster;Medieval;2011;Matthias Cramer;10;7.48258;4803;2;5;Queen Games
Cherokee;American West;2011;Fréderic Moyersoen;10;6.01874;214;2;4;White Goblin Games
Dark Minions;Dice;2011;Al Newman;10;6.20287;352;3;5;Z-Man Games
Great Western;Trains;2011;Martin Wallace;10;5.328;75;2;4;W. Nostheide Verlag GmbH
Hail Caesar;Ancient;2011;Rick Priestley;0;7.35862;58;2;8;Warlord Games
Space Maze;Humor;2011;Michel Baudoin;12;5.97664;274;2;4;Wacky Works
South African Railroads;Economic;2011;John Bohrer;42;7.58116;69;3;6;Winsome Games
Gib Gummi!;Children's Game;2010;Wolfgang Dirscherl;4;6.06296;54;2;5;HABA - Habermaaß GmbH
Bios: Megafauna;Animals;2011;Phil Eklund;12;7.03803;697;1;4;Sierra Madre Games
Lyssan;Fantasy;2012;Sam Brown;12;6.95469;147;2;4;Thornhenge
Sake & Samurai;Card Game;2011;Matteo Santus;13;6.09055;164;3;8;Albe Pavo
Casse-toi Pov'con!;Party Game;2011;Ludovic Maublanc;12;5.41266;79;2;6;Cocktail Games
Star Trek Deck Building Game: The Next Generation;Adventure;2011;Alex Bykov;13;6.53134;1036;2;5;Bandai
Empires of the Void;Science Fiction;2012;Ryan Laukat;12;6.86073;590;2;4;Red Raven Games
Core Worlds;Card Game;2011;Andrew Parks;10;7.25582;3287;2;5;Stronghold Games
O Último Grande Campeão;Fighting;2011;Renato Silva Sasdelli;14;6.37454;76;3;6;Galápagos Jogos
Strain;Educational;2011;Avrom Tobias;10;5.77909;110;3;7;HungryRobot
Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition;Action / Dexterity;2011;NA;6;6.16367;215;2;4;Hasbro
Test of Fire: Bull Run 1861;American Civil War;2011;Martin Wallace;10;6.57295;280;2;2;Mayfair Games
Bios: Genesis;Environmental;2016;Phil Eklund;12;7.52578;252;1;4;Sierra Madre Games
Divided Republic;American Civil War;2012;Alex Bagosy;16;6.76016;202;2;4;Numbskull Games
Bears!;Dice;2011;Anne-Marie De Witt;7;5.88784;716;2;4;Fireside Games
Food Fight;Card Game;2011;Matt Hyra;13;6.06278;625;2;6;Cryptozoic Entertainment
Colonial: Europe's Empires Overseas;Civilization;2011;Christophe Pont;14;7.2511;782;2;6;Stratagem Game Design
Mare Balticum;Children's Game;2011;Filip Miłuński;6;6.33605;253;3;5;Leonardo Games
Swinging Jivecat Voodoo Lounge;Mature / Adult;2016;Seth Roback;21;6.68059;136;2;5;Daily Magic Games
Micro Space Empire;Print & Play;2011;Robert Bartelli;0;6.63412;85;1;1;(Web published)
Keep Up The Fire!;Post-Napoleonic;2011;John Welch;13;7.34074;81;1;1;Victory Point Games
Hero of Weehawken;Civilization;2011;Robert Leonhard;13;7.61125;123;1;1;Victory Point Games
Seven Sisters;NA;2012;Brad Champeny;12;6.9447;135;3;6;Wishing Tree Games
Abtei der Rätsel;Deduction;2011;Thomas Fackler;10;5.66071;56;2;4;KOSMOS
Ninja: Legend of the Scorpion Clan;Deduction;2011;Fréderic Moyersoen;12;6.56085;527;2;4;Alderac Entertainment Group (AEG)
PAX;Ancient;2011;Bernd Eisenstein;10;6.84258;680;1;4;Irongames
Night Drop: 6 June 44;Wargame;2012;Laurent Closier;0;7.3783;53;2;2;Battles Magazine
Scrabble DASH;Card Game;2009;Brian Yu;10;4.57;60;2;4;Mattel
Angry Birds: The Card Game;Action / Dexterity;2011;NA;5;4.58847;274;2;5;Mattel
SUTAKKU;Dice;2011;Curt Covert;14;6.26322;244;1;12;Smirk & Dagger Games
Carnival;Card Game;2011;Cherilyn Joy Lee Kirkman;13;5.79212;471;2;4;Greater Than Games (Dice Hate Me Games)
Storm the Castle!;Fantasy;2013;Rich Nelson;8;4.9678;118;1;4;Giant Goblin Games
Star Fluxx;Card Game;2011;Andrew Looney;8;6.42933;3397;2;6;Looney Labs
Colorado Midland;Economic;2011;David V. H. Peters;12;6.4175;80;3;5;Winsome Games
Connect 4 Launchers;Action / Dexterity;2011;Craig Van Ness;5;6.12386;101;2;2;Hasbro
Lord of the Rings: The Adventure Deck Game;Adventure;2011;Michele Esmanech;6;6.8983;88;1;1;(Web published)
Navajo Wars;American Indian Wars;2013;Joel Toppen;12;7.97723;549;1;2;GMT Games
Shitenno;Territory Building;2011;Cédric Lefebvre;12;6.79187;332;2;4;Ludonaute
Tinco;Party Game;2011;NA;10;6.36714;56;3;6;Hidra Games
21 Mutinies Arrr! Edition;Economic;2013;Perepau Llistosella;10;6.75911;190;2;5;Asylum Games (Board Games)
Villagers & Villains;Card Game;2011;C. Aaron Kreader;9;6.8175;200;2;5;Studio 9 Incorporated
Trench;Abstract Strategy;2013;Rui Alípio Monteiro;10;7.99967;90;2;2;Wise Games
Trophy Buck;Dice;2011;Steve Jackson (I);8;5.92038;205;3;8;Steve Jackson Games
Copié Collé;Bluffing;2011;Jérôme Boullonnois;8;5.77541;61;3;6;ASYNCRON games
Helvetia;City Building;2011;Matthias Cramer;12;7.05044;1663;2;4;KOSMOS
Rapa Nui;Card Game;2011;Klaus-Jürgen Wrede;10;6.85734;692;2;4;KOSMOS
Pergamemnon;Ancient;2011;Bernd Eisenstein;10;5.53062;160;2;5;Irongames
Risk: Metal Gear Solid;Territory Building;2011;NA;10;7.0661;146;3;5;USAopoly
23;Card Game;2011;Christoph Behre;8;6.45531;407;2;4;AMIGO Spiel + Freizeit GmbH
O Vale dos Monstros;Horror;2011;Marcos Macri;14;6.83579;145;2;5;Galápagos Jogos
Frigiti;Bluffing;2011;Andrea Meyer;13;7.01;50;4;6;BeWitched Spiele
Existenz: On the Ruins of Chaos;Card Game;2011;Patrick Ruedisueli;12;5.91667;54;2;4;Quantuum Magic
Fandooble;Fantasy;2011;Mike Richie;8;6.09375;80;2;6;Mindtwister USA
Casa Grande;Abstract Strategy;2011;Günter Burkhardt;8;6.45345;281;2;4;Ravensburger Spieleverlag GmbH
If I'm Going Down...;Horror;2012;A. J. Porfirio;15;6.13299;97;1;2;Van Ryder Games
Puppet Wars;Miniatures;2011;Justin Gibbs;13;6.86545;55;2;2;Wyrd Miniatures
Sour Apples to Apples;Card Game;2011;NA;12;5.7762;166;4;8;Mattel
Raphia;Ancient;2011;Dean Essig;12;5.73585;53;2;2;Multi-Man Publishing
Bonbons;Memory;2011;Marc André;7;6.01916;154;2;6;GameWorks SàRL
TSCHAK!;Card Game;2011;Dominique Ehrhard;13;6.41372;651;2;4;GameWorks SàRL
The Game of Life Adventure Edition;NA;2011;NA;6;5.05294;68;2;6;Hasbro
Burdigala;Ancient;2011;Bruno Cathala;8;5.95;74;2;4;Id&aL Editions
Feudalia;Card Game;2011;Fernando Abad;14;7.7384;56;1;4;ABBA Games
Castelli;Medieval;2011;Günter Burkhardt;10;5.86555;164;2;4;Queen Games
Lemonade Stand;Card Game;2012;Trevor Cram;13;6.09188;284;2;4;Mayday Games
Gary Gouda;Animals;2011;Guido Hoffmann;4;6.258;50;2;6;HABA - Habermaaß GmbH
Animal Upon Animal: Small and Yet Great!;Action / Dexterity;2011;Klaus Miltenberger;5;6.37469;245;2;2;HABA - Habermaaß GmbH
Sarena;Abstract Strategy;2011;Christophe Boelinger;8;6.32971;52;2;4;Ludically
Fleet Commander: Nimitz;Nautical;2014;Dan Verssen;0;6.99162;130;1;1;Dan Verssen Games (DVG)
On The Cards;Card Game;2011;Sebastian Bleasdale;10;6.63056;72;2;6;Surprised Stare Games Ltd
Di Renjie;Bluffing;2012;Ta-Te Wu;10;6.12008;123;2;6;Sunrise Tornado Game Studio
Space Bastards;Humor;2011;Jiri Mikolas;12;5.91369;168;2;5;Jira's Games
Stalag 17;Card Game;2011;Óscar Arévalo;10;5.9113;192;2;5;Gen-X Games
Flash Duel: Second Edition;Card Game;2011;David Sirlin;0;6.96614;712;1;5;Sirlin Games
Les Rois Francs;Medieval;2011;Florent Coupeau;0;6.93947;57;2;2;Vae Victis
Kairo;Economic;2012;Kimmo Sorsamo;8;6.7065;217;2;4;Queen Games
Warriors & Traders;Economic;2011;Andrei Novac;12;6.30291;292;2;6;NSKN Games
QI the Board Game;Movies / TV / Radio theme;2011;NA;8;4.66949;59;2;6;Paul Lamond Games Ltd
Collapsible D: The Final Minutes of the Titanic;Dice;2012;Gianluca Santopietro;12;6.74263;95;3;6;Sir Chester Cobblepot
Space Station;Card Game;2011;Jacob Fryxelius;12;6.74178;219;2;6;FryxGames
Fuentes de Onoro 1811;Napoleonic;2011;Frédéric Bey;0;8.03243;74;2;2;Vae Victis
Super Showdown;Bluffing;2012;Trevor Cram;12;5.69228;100;2;2;Touch Paper Press
Zpocalypse;Exploration;2013;Jeff Gracia;13;6.2471;549;1;4;Greenbrier Games
Mow Money;Card Game;2016;Matt Saunders;10;6.37531;81;1;6;Mayday Games
Tuareg;Arabian;2011;Francesco Berardi;10;6.30015;136;2;5;Adlung-Spiele
Dreadfleet;Fantasy;2011;Phil Kelly;12;6.99382;752;2;10;Games Workshop Ltd.
Iron Sky: The Board Game;Movies / TV / Radio theme;2012;Juha Salmijärvi;12;6.31753;97;2;6;Revision Games
Sparta;Abstract Strategy;2011;Yannick Holtkamp;10;5.58609;115;2;2;Queen Games
Wallenstein (second edition);Economic;2012;Dirk Henn;12;7.69587;968;2;5;Queen Games
Gunship: First Strike!;Card Game;2013;Steve A. Wood;13;6.04232;211;2;4;Escape Pod Games
Creatures: The Card Game;Animals;2011;Tyler Panian;8;5.45767;215;2;6;CREATURES Games
Nations in Arms: Valmy to Waterloo;Napoleonic;2012;François-Stanislas Thomas;0;7.08621;58;2;7;Compass Games
Nova Cry;Card Game;2016;Steven Lykowski;12;5.88796;108;2;6;World Within
Hemloch;Card Game;2011;John Clowdus;0;6.96474;311;2;2;Small Box Games
Mondriaan 2020;Abstract Strategy;2011;Corné van Moorsel;8;6.39167;72;2;2;Cwali
World Conquerors;Civilization;2012;Jeff Siadek;10;5.93257;127;1;4;Gorilla Games
Hunting Party;Card Game;2011;Jeff Siadek;12;5.71825;80;2;5;Gorilla Games
Quarantine;Medical;2013;Mark Klassen;13;6.19361;780;2;4;Mercury Games
Garden Dice;Dice;2012;Doug Bass;13;6.75056;1008;2;4;Meridae Games
Siberia;Economic;2011;Reiner Stockhausen;10;6.90022;276;2;4;dlp games
Old Men of the Forest;Animals;2011;Martin Wallace;10;5.6116;250;3;4;Treefrog Games
